TABLE,Region roc_lud,Group 1 Raw,FLOPS_SP,4
Region Info,GPU 0,
RDTSC Runtime [s],0.307032,
call count,1,
Event,Counter,GPU 0
ROCP_SQ_INSTS_VALU_ADD_F32,ROCM0,178433000
ROCP_SQ_INSTS_VALU_MUL_F32,ROCM1,2100736
ROCP_SQ_INSTS_VALU_FMA_F32,ROCM2,2899044000
ROCP_SQ_INSTS_VALU_MFMA_F32,ROCM3,0
TABLE,Region roc_lud,Group 1 Metric,FLOPS_SP,2
Metric,GPU 0,
Runtime (RDTSC) [s],0.3070,
SP [MFLOP/s],19472.3146,
