TABLE,Region nv_npbmg,Group 1 Raw,FLOPS_DP,3
Region Info,GPU 0,
RDTSC Runtime [s],30.165680,
call count,1,
Event,Counter,GPU 0
SMSP_SASS_THREAD_INST_EXECUTED_OP_DADD_PRED_ON_SUM,GPU0,977585600000
SMSP_SASS_THREAD_INST_EXECUTED_OP_DMUL_PRED_ON_SUM,GPU1,3834792000
SMSP_SASS_THREAD_INST_EXECUTED_OP_DFMA_PRED_ON_SUM,GPU2,305817000000
TABLE,Region nv_npbmg,Group 1 Metric,FLOPS_DP,2
Metric,GPU 0,
Runtime (RDTSC) [s],30.1657,
DP [MFLOP/s],52810.1602,
