TABLE,Region nv_npbmg,Group 1 Raw,FLOPS_DP,3
Region Info,GPU 0,
RDTSC Runtime [s],0.059899,
call count,1,
Event,Counter,GPU 0
SMSP_SASS_THREAD_INST_EXECUTED_OP_DADD_PRED_ON_SUM,GPU0,1320451000
SMSP_SASS_THREAD_INST_EXECUTED_OP_DMUL_PRED_ON_SUM,GPU1,4793488
SMSP_SASS_THREAD_INST_EXECUTED_OP_DFMA_PRED_ON_SUM,GPU2,421556900
TABLE,Region nv_npbmg,Group 1 Metric,FLOPS_DP,2
Metric,GPU 0,
Runtime (RDTSC) [s],0.0599,
DP [MFLOP/s],36200.0485,
