TABLE,Region nv_npbmg,Group 1 Raw,FLOPS_DP,3
Region Info,GPU 0,
RDTSC Runtime [s],0.019580,
call count,1,
Event,Counter,GPU 0
SMSP_SASS_THREAD_INST_EXECUTED_OP_DADD_PRED_ON_SUM,GPU0,166989700
SMSP_SASS_THREAD_INST_EXECUTED_OP_DMUL_PRED_ON_SUM,GPU1,599184
SMSP_SASS_THREAD_INST_EXECUTED_OP_DFMA_PRED_ON_SUM,GPU2,52813210
TABLE,Region nv_npbmg,Group 1 Metric,FLOPS_DP,2
Metric,GPU 0,
Runtime (RDTSC) [s],0.0196,
DP [MFLOP/s],13953.6666,
