TABLE,Region nv_npbmg,Group 1 Raw,FLOPS_DP,3
Region Info,GPU 0,
RDTSC Runtime [s],0.009945,
call count,1,
Event,Counter,GPU 0
SMSP_SASS_THREAD_INST_EXECUTED_OP_DADD_PRED_ON_SUM,GPU0,2791804
SMSP_SASS_THREAD_INST_EXECUTED_OP_DMUL_PRED_ON_SUM,GPU1,9360
SMSP_SASS_THREAD_INST_EXECUTED_OP_DFMA_PRED_ON_SUM,GPU2,837052
TABLE,Region nv_npbmg,Group 1 Metric,FLOPS_DP,2
Metric,GPU 0,
Runtime (RDTSC) [s],0.0099,
DP [MFLOP/s],450.0156,
