TABLE,Region nv_npbmg,Group 1 Raw,FLOPS_DP,3
Region Info,GPU 0,
RDTSC Runtime [s],1.593451,
call count,1,
Event,Counter,GPU 0
SMSP_SASS_THREAD_INST_EXECUTED_OP_DADD_PRED_ON_SUM,GPU0,49417110000
SMSP_SASS_THREAD_INST_EXECUTED_OP_DMUL_PRED_ON_SUM,GPU1,191739600
SMSP_SASS_THREAD_INST_EXECUTED_OP_DFMA_PRED_ON_SUM,GPU2,15501430000
TABLE,Region nv_npbmg,Group 1 Metric,FLOPS_DP,2
Metric,GPU 0,
Runtime (RDTSC) [s],1.5935,
DP [MFLOP/s],50589.3872,
