Backend, GPU, Time, Event, Full Value, Last Value
Nvmon, 0, 0.115679, POWER_USAGE, 48913.000000, 48913.000000
Nvmon, 0, 0.220109, POWER_USAGE, 97858.000000, 48945.000000
Nvmon, 0, 0.324716, POWER_USAGE, 146771.000000, 48913.000000
Nvmon, 0, 0.428946, POWER_USAGE, 195684.000000, 48913.000000
Nvmon, 0, 0.533223, POWER_USAGE, 244142.000000, 48458.000000
Nvmon, 0, 0.638970, POWER_USAGE, 292569.000000, 48427.000000
Nvmon, 0, 0.744915, POWER_USAGE, 363768.000000, 71199.000000
Nvmon, 0, 0.849874, POWER_USAGE, 443265.000000, 79497.000000
Nvmon, 0, 16755990900.456842, POWER_USAGE, 443265.000000, 79497.000000
