Backend, GPU, Time, Event, Full Value, Last Value
Nvmon, 0, 0.103372, POWER_USAGE, 76489.000000, 76489.000000
Nvmon, 0, 0.206781, POWER_USAGE, 152978.000000, 76489.000000
Nvmon, 0, 0.311992, POWER_USAGE, 200433.000000, 47455.000000
Nvmon, 0, 0.416596, POWER_USAGE, 273041.000000, 72608.000000
Nvmon, 0, 0.520711, POWER_USAGE, 349051.000000, 76010.000000
Nvmon, 0, 0.624322, POWER_USAGE, 471479.000000, 122428.000000
Nvmon, 0, 0.729423, POWER_USAGE, 763819.000000, 292340.000000
Nvmon, 0, 0.836586, POWER_USAGE, 1020864.000000, 257045.000000
Nvmon, 0, 0.941650, POWER_USAGE, 1311772.000000, 290908.000000
Nvmon, 0, 1.046771, POWER_USAGE, 1603822.000000, 292050.000000
Nvmon, 0, 1.151959, POWER_USAGE, 1862846.000000, 259024.000000
Nvmon, 0, 1.257100, POWER_USAGE, 2150412.000000, 287566.000000
Nvmon, 0, 1.362331, POWER_USAGE, 2437586.000000, 287174.000000
Nvmon, 0, 1.467362, POWER_USAGE, 2712514.000000, 274928.000000
Nvmon, 0, 1.572246, POWER_USAGE, 2963571.000000, 251057.000000
Nvmon, 0, 1.686306, POWER_USAGE, 3043553.000000, 79982.000000
Nvmon, 0, 1.789861, POWER_USAGE, 3122080.000000, 78527.000000
Nvmon, 0, 1.872674, POWER_USAGE, 3199637.000000, 77557.000000
